202
tK(CUU)C_tRNA	151283	151355	149990	2	1	105	100
YCR018C-A_mRNA	151607	151861	151355	2	1	106	101
YCR019W_mRNA	152836	153927	151861	1	1	107	102
YCR020C_mRNA	154011	154658	153927	2	1	108	103
YCR020C-A_mRNA	154829	155095	154658	2	1	109	104
YCR020W-B_mRNA	155319	155555	155095	1	1	110	105
YCR021C_mRNA	156108	157106	155555	2	1	111	106
YCR022C_mRNA	157420	157764	157106	2	1	112	107
YCR023C_mRNA	158537	160372	157764	2	1	113	108
YCR024C_mRNA	160743	162221	160372	2	1	114	109
YCR024C-B_mRNA	162598	162864	162221	2	1	115	110
YCR024C-A_mRNA	162944	163066	162864	2	1	116	111
YCR025C_mRNA	163445	163855	163066	2	1	117	112
YCR026C_mRNA	164110	166338	163855	2	1	118	113
YCR027C_mRNA	167369	167998	166338	2	1	119	114
tQ(UUG)C_tRNA	168300	168371	167998	2	1	120	115
YCR028C_mRNA	170885	172423	168371	2	1	121	116
YCR028C-A_mRNA	172949	173439	172423	2	2	122	117
YCR030C_mRNA	173825	176437	173439	2	1	124	118
snR65_snoRNA	177182	177281	176437	1	1	125	119
YCR031C_mRNA	177499	178219	177281	2	2	126	120
snR189_snoRNA	178609	178797	178219	2	1	128	121
YCR032W_mRNA	179519	186022	178797	1	1	129	122
YCR033W_mRNA	186488	190168	186022	1	1	130	123
YCR034W_mRNA	190591	191634	190168	1	1	131	124
YCR035C_mRNA	191833	193017	191634	2	1	132	125
YCR036W_mRNA	193296	194297	193017	1	1	133	126
YCR037C_mRNA	194413	197184	194297	2	1	134	127
YCR038C_mRNA	197620	199548	197184	2	1	135	128
YCR038W-A_mRNA	199292	199417	199548	1	1	136	129
YCR039C_mRNA	199545	200177	199548	2	1	137	130
YCR040W_mRNA	200441	200968	200177	1	1	138	131
YCR041W_mRNA	200910	201242	200968	1	1	139	132
YCR042C_mRNA	201173	205396	201242	2	1	140	133
YCR043C_mRNA	206260	206643	205396	2	1	141	134
YCR044C_mRNA	206876	207949	206643	2	1	142	135
YCR045C_mRNA	208134	209609	207949	2	1	143	136
YCR045W-A_mRNA	208750	209100	209609	1	1	144	137
YCR046C_mRNA	209913	210422	209609	2	1	145	138
YCR047C_mRNA	210717	211544	210422	2	1	146	139
YCR047W-A_mRNA	211300	211506	211544	1	1	147	140
YCR049C_mRNA	211870	212316	211544	2	1	148	141
YCR048W_mRNA	211928	213760	212316	1	1	149	142
YCR050C_mRNA	213463	213771	213760	2	1	150	143
YCR051W_mRNA	214070	214738	213771	1	1	151	144
YCR052W_mRNA	214993	216444	214738	1	1	152	145
YCR053W_mRNA	216696	218240	216444	1	1	153	146
YCR054C_mRNA	218375	220066	218240	2	1	154	147
YCR057C_mRNA	220456	223227	220066	2	1	155	148
YCR059C_mRNA	223453	224229	223227	2	1	156	149
YCR060W_mRNA	224398	224733	224229	1	1	157	150
YCR061W_mRNA	225562	227457	224733	1	1	158	151
tS(CGA)C_tRNA	227941	228041	227457	1	2	159	152
YCR064C_mRNA	228094	228504	228041	2	1	161	153
YCR063W_mRNA	228317	228790	228504	1	1	162	154
YCR065W_mRNA	229309	231003	228790	1	1	163	155
YCR066W_mRNA	231499	232962	231003	1	1	164	156
YCR067C_mRNA	233124	236321	232962	2	1	165	157
YCR068W_mRNA	237213	238775	236321	1	1	166	158
YCR069W_mRNA	239054	240010	238775	1	1	167	159
YCR071C_mRNA	240102	240542	240010	2	1	168	160
YCR072C_mRNA	240804	242351	240542	2	1	169	161
YCR073C_mRNA	242587	246582	242351	2	1	170	162
YCR073W-A_mRNA	246962	247909	246582	1	1	171	163
YCR075C_mRNA	248032	248814	247909	2	1	172	164
YCR075W-A_mRNA	248974	249201	248814	1	1	173	165
YCR076C_mRNA	249292	250044	249201	2	1	174	166
YCR077C_mRNA	250237	252627	250044	2	1	175	167
YCR079W_mRNA	252844	254172	252627	1	1	176	168
YCR081W_mRNA	254370	258653	254172	1	1	177	169
YCR081C-A_mRNA	258414	258650	258653	2	1	178	170
YCR082W_mRNA	258882	259268	258653	1	1	179	171
YCR083W_mRNA	259577	259960	259268	1	1	180	172
YCR084C_mRNA	260310	262451	259960	2	1	181	173
YCR085W_mRNA	262915	263268	262451	1	1	182	174
YCR086W_mRNA	263391	263963	263268	1	1	183	175
YCR087W_mRNA	263975	264490	263963	1	1	184	176
YCR087C-A_mRNA	264005	264466	264490	2	1	185	177
YCR088W_mRNA	265067	266845	264490	1	1	186	178
YCR089W_mRNA	267433	272262	266845	1	1	187	179
YCR090C_mRNA	272314	272862	272262	2	1	188	180
YCR091W_mRNA	274403	276565	272862	1	1	189	181
YCR092C_mRNA	276763	279819	276565	2	1	190	182
YCR093W_mRNA	280116	286442	279819	1	1	191	183
YCR094W_mRNA	286761	287936	286442	1	1	192	184
YCR095C_mRNA	288169	289257	287936	2	1	193	185
YCR095W-A_mRNA	289638	289796	289257	1	1	194	186
YCR096C_mRNA	293178	293537	289796	2	1	195	187
YCR097W_mRNA	293834	294320	293537	1	3	196	188
YCR097W-A_mRNA	294438	294704	294320	1	1	199	189
tT(AGU)C_tRNA	295483	295555	294704	1	1	200	190
YCR098C_mRNA	297048	298604	295555	2	1	201	191
YCR099C_mRNA	300831	301298	298604	2	1	202	192
YCR100C_mRNA	301270	302220	301298	2	1	203	193
YCR101C_mRNA	302481	303029	302220	2	1	204	194
YCR102C_mRNA	304360	305466	303029	2	1	205	195
YCR102W-A_mRNA	306734	306931	305466	1	1	206	196
YCR104W_mRNA	307800	308174	306931	1	1	207	197
YCR105W_mRNA	309069	310154	308174	1	1	208	198
YCR106W_mRNA	310957	313455	310154	1	1	209	199
YCR107W_mRNA	313889	314980	313455	1	1	210	200
YCR108C_mRNA	315996	316187	314980	2	1	211	201
