202
YCR065W	YCR065W	MissingGeneType
YCR066W	YCR066W	MissingGeneType
YCR067C	YCR067C	MissingGeneType
YCR068W	YCR068W	MissingGeneType
YCR069W	YCR069W	MissingGeneType
YCR071C	YCR071C	MissingGeneType
YCR072C	YCR072C	MissingGeneType
YCR073C	YCR073C	MissingGeneType
YCR073W-A	YCR073W-A	MissingGeneType
YCR075C	YCR075C	MissingGeneType
YCR075W-A	YCR075W-A	MissingGeneType
YCR076C	YCR076C	MissingGeneType
YCR077C	YCR077C	MissingGeneType
YCR079W	YCR079W	MissingGeneType
YCR081W	YCR081W	MissingGeneType
YCR081C-A	YCR081C-A	MissingGeneType
YCR082W	YCR082W	MissingGeneType
YCR083W	YCR083W	MissingGeneType
YCR084C	YCR084C	MissingGeneType
YCR085W	YCR085W	MissingGeneType
YCR086W	YCR086W	MissingGeneType
YCR087W	YCR087W	MissingGeneType
YCR087C-A	YCR087C-A	MissingGeneType
YCR088W	YCR088W	MissingGeneType
YCR089W	YCR089W	MissingGeneType
YCR090C	YCR090C	MissingGeneType
YCR091W	YCR091W	MissingGeneType
YCR092C	YCR092C	MissingGeneType
YCR093W	YCR093W	MissingGeneType
YCR094W	YCR094W	MissingGeneType
YCR095C	YCR095C	MissingGeneType
YCR095W-A	YCR095W-A	MissingGeneType
YCR096C	YCR096C	MissingGeneType
YCR097W	YCR097W	MissingGeneType
YCR097W-A	YCR097W-A	MissingGeneType
tT(AGU)C	tT(AGU)C	MissingGeneType
YCR098C	YCR098C	MissingGeneType
YCR099C	YCR099C	MissingGeneType
YCR100C	YCR100C	MissingGeneType
YCR101C	YCR101C	MissingGeneType
YCR102C	YCR102C	MissingGeneType
YCR102W-A	YCR102W-A	MissingGeneType
YCR104W	YCR104W	MissingGeneType
YCR105W	YCR105W	MissingGeneType
YCR106W	YCR106W	MissingGeneType
YCR107W	YCR107W	MissingGeneType
YCR108C	YCR108C	MissingGeneType
